CMS Certification Number (CCN),Provider Name,Provider Address,City/Town,State,ZIP Code,Location,Processing Date,email
075438,APPLE REHAB UNCASVILLE,5 RICHARD BROWN DRIVE,UNCASVILLE,CT,6382,"5 RICHARD BROWN DRIVE,UNCASVILLE,CT,06382",2026-04-01,"carnold@apple-rehab.com,reviews@seniorhomes.com"
075442,60 WEST,60 WEST STREET,ROCKY HILL,CT,6067,"60 WEST STREET,ROCKY HILL,CT,06067",2026-04-01,davids@icarehn.com
085003,WILLOWBROOKE COURT AT COUNTRY HOUSE,4830 KENNETT PIKE,WILMINGTON,DE,19807,"4830 KENNETT PIKE,WILMINGTON,DE,19807",2026-04-01,actsinfo@actslife.org
085013,COMPLETE CARE AT HILLSIDE LLC,810 SOUTH BROOM STREET,WILMINGTON,DE,19805,"810 SOUTH BROOM STREET,WILMINGTON,DE,19805",2026-04-01,"rgraziano@completecarehillside.com,claim@providerwire.com,updates@providerwire.com"
085025,EXCELCARE AT NEWARK LLC,4949 OGLETOWN-STANTON ROAD,NEWARK,DE,19713,"4949 OGLETOWN-STANTON ROAD,NEWARK,DE,19713",2026-04-01,"phpprcontactus@providence.org,claim@providerwire.com,updates@providerwire.com"
085026,STONEGATES,4031 KENNETT PIKE,GREENVILLE,DE,19807,"4031 KENNETT PIKE,GREENVILLE,DE,19807",2026-04-01,info@stonegates.com
085047,GILPIN HALL,1101 GILPIN AVENUE,WILMINGTON,DE,19806,"1101 GILPIN AVENUE,WILMINGTON,DE,19806",2026-04-01,-655-8601info@gilpinhall.org
085048,CADIA REHABILITATION CAPITOL,1225 WALKER ROAD,DOVER,DE,19904,"1225 WALKER ROAD,DOVER,DE,19904",2026-04-01,"astudd@bayterracerhc.com,kcourtney@bayterracerhc.com,alfred.hylton@cadiahealthcare.com,kindo.kamara@cadiahealthcare.com"
085051,DELAWARE VETERANS HOME,100 DELAWARE VETERANS BLVD,MILFORD,DE,19963,"100 DELAWARE VETERANS BLVD,MILFORD,DE,19963",2026-04-01,"lbjnavcret@hotmail.com,sandy.amaker@delaware.gov"
085058,POLARIS HEALTHCARE AND REHABILITATION CENTER,21 W CLARKE AVENUE,MILFORD,DE,19963,"21 W CLARKE AVENUE,MILFORD,DE,19963",2026-04-01,mboyer@milfordwellnessvillage.com
08A006,JEANNE JUGAN RESIDENCE,185 SALEM CHURCH ROAD,NEWARK,DE,19713,"185 SALEM CHURCH ROAD,NEWARK,DE,19713",2026-04-01,"ssnewark@littlesistersofthepoor.org,consumerfeedback@aplaceformom.com"
08A015,EXCEPTIONAL CARE FOR CHILDREN,11 INDEPENDENCE WAY,NEWARK,DE,19713,"11 INDEPENDENCE WAY,NEWARK,DE,19713",2026-04-01,"info@exceptionalcare.org,jwhite@exceptionalcare.org,jdoe@exceptionalcare.org,flast@exceptionalcare.org"
095025,LISNER LOUISE DICKSON HURTHOME,5425 WESTERN AVE NW,WASHINGTON,DC,20015,"5425 WESTERN AVE NW,WASHINGTON,DC,20015",2026-04-01,consumerfeedback@aplaceformom.com
095026,KNOLLWOOD HSC,6200 OREGON AVE NW,WASHINGTON,DC,20015,"6200 OREGON AVE NW,WASHINGTON,DC,20015",2026-04-01,consumerfeedback@aplaceformom.com
095036,UNIQUE REHABILITATION AND HEALTH CENTER LLC,901 FIRST STREET NW,WASHINGTON,DC,20001,"901 FIRST STREET NW,WASHINGTON,DC,20001",2026-04-01,"claim@providerwire.com,updates@providerwire.com"
095038,FOREST HILLS OF DC,"4901 CONNECTICUT AVENUE, NW",WASHINGTON,DC,20008,"4901 CONNECTICUT AVENUE, NW,WASHINGTON,DC,20008",2026-04-01,elizabeth.whitman@finnpartners.com
09E020,JEANNE JUGAN RESIDENCE,4200 HAREWOOD ROAD NE,WASHINGTON,DC,20017,"4200 HAREWOOD ROAD NE,WASHINGTON,DC,20017",2026-04-01,colwashington@littlesistersofthepoor.org
105008,BISCAYNE HEALTH AND REHABILITATION CENTER,12505 NE 16TH AVE,NORTH MIAMI,FL,33161,"12505 NE 16TH AVE,NORTH MIAMI,FL,33161",2026-04-01,info@onyxcares.com
105057,PINES NURSING HOME,301 NE 141 STREET,MIAMI,FL,33161,"301 NE 141 STREET,MIAMI,FL,33161",2026-04-01,info@pinesskillednursing.com
105067,BOULEVARD REHABILITATION CENTER,2839 S SEACREST BLVD,BOYNTON BEACH,FL,33435,"2839 S SEACREST BLVD,BOYNTON BEACH,FL,33435",2026-04-01,bvadmin@southernltc.com
105132,AVIATA AT LAKESIDE OAKS,1061 VIRGINIA ST,DUNEDIN,FL,34698,"1061 VIRGINIA ST,DUNEDIN,FL,34698",2026-04-01,social@aviatahg.com
105146,VENTURA HEALTH AND REHABILITATION CENTER,7900 VENTURE CENTER WAY,BOYNTON BEACH,FL,33437,"7900 VENTURE CENTER WAY,BOYNTON BEACH,FL,33437",2026-04-01,"pfuess@venturahrc.com,pmarcellus@venturahrc.com,info@venturahrc.com"
105147,PINES OF SARASOTA,1501 N ORANGE AVE,SARASOTA,FL,34236,"1501 N ORANGE AVE,SARASOTA,FL,34236",2026-04-01,"info@pinesofsarasota.org,astephens@pinesfoundation.org"
105148,AVIATA AT EMERALD SHORES,626 N TYNDALL PKWY,CALLAWAY,FL,32404,"626 N TYNDALL PKWY,CALLAWAY,FL,32404",2026-04-01,social@aviatahg.com
105153,Pinecrest Center for Rehabilitation and Healing,13650 NE 3RD COURT,NORTH MIAMI,FL,33161,"13650 NE 3RD COURT,NORTH MIAMI,FL,33161",2026-04-01,info@pinecrest-rehab.com
105207,MELBOURNE HEALTHCARE AND REHABILITATION CENTER,1415 S HICKORY ST,MELBOURNE,FL,32901,"1415 S HICKORY ST,MELBOURNE,FL,32901",2026-04-01,info@melbournehc.com
105210,W FRANK WELLS NURSING HOME,210 N 2ND ST,MACCLENNY,FL,32063,"210 N 2ND ST,MACCLENNY,FL,32063",2026-04-01,consumerfeedback@aplaceformom.com
105248,OAK MANOR HEALTHCARE & REHABILITATION CENTER,3500 OAK MANOR LANE,LARGO,FL,33774,"3500 OAK MANOR LANE,LARGO,FL,33774",2026-04-01,consumerfeedback@aplaceformom.com
105250,SUNRISE POINT HEALTH AND REHABILITATION CENTER,1775 HUNTINGTON LANE,ROCKLEDGE,FL,32955,"1775 HUNTINGTON LANE,ROCKLEDGE,FL,32955",2026-04-01,admissions.rl@orchidcoverockledge.com
105258,AVIATA AT THE SEA - POMPANO BEACH,2401 NE 2ND STREET,POMPANO BEACH,FL,33062,"2401 NE 2ND STREET,POMPANO BEACH,FL,33062",2026-04-01,social@aviatahg.com
105265,EMERALD COAST CENTER,114 THIRD STREET SE,FORT WALTON BEACH,FL,32548,"114 THIRD STREET SE,FORT WALTON BEACH,FL,32548",2026-04-01,reviews@seniorhomes.com
105287,WESTSIDE OAKS REHABILITATION & NURSING CENTER,2061 HYDE PARK RD,JACKSONVILLE,FL,32210,"2061 HYDE PARK RD,JACKSONVILLE,FL,32210",2026-04-01,info@jacksonvilleflrehab.com
105293,EGRET COVE CENTER,550 62ND ST S,SAINT PETERSBURG,FL,33707,"550 62ND ST S,SAINT PETERSBURG,FL,33707",2026-04-01,"jane_doe@egretcovecenter.com,janedoe@egretcovecenter.com"
105297,BROOKSVILLE HEALTHCARE CENTER,1114 CHATMAN BLVD,BROOKSVILLE,FL,34601,"1114 CHATMAN BLVD,BROOKSVILLE,FL,34601",2026-04-01,cpedersen@brooksvillehealthcare.com
105298,FT LAUDERDALE HEALTH & REHABILITATION CENTER,2000 EAST COMMERCIAL BLVD,FORT LAUDERDALE,FL,33308,"2000 EAST COMMERCIAL BLVD,FORT LAUDERDALE,FL,33308",2026-04-01,consumerfeedback@aplaceformom.com
105304,"AVANTE AT LEESBURG, INC",2000 EDGEWOOD AVE,LEESBURG,FL,34748,"2000 EDGEWOOD AVE,LEESBURG,FL,34748",2026-04-01,reviews@seniorhomes.com
105320,DADE CITY HEALTH AND REHABILITATION CENTER,37135 COLEMAN AVE,DADE CITY,FL,33525,"37135 COLEMAN AVE,DADE CITY,FL,33525",2026-04-01,"tmohadeo@dadecityhrc.com,afoster@dadecityhrc.com"
105324,BAYVIEW CENTER,301 S BAY ST,EUSTIS,FL,32726,"301 S BAY ST,EUSTIS,FL,32726",2026-04-01,bayviewinfo@opismr.com
105352,VIVO HEALTHCARE SEBRING,3011 KENILWORTH BLVD,SEBRING,FL,33870,"3011 KENILWORTH BLVD,SEBRING,FL,33870",2026-04-01,nfo@vivohcsebring.com
105353,SOLARIS HEALTHCARE FOREST LAKE,3355 E SEMORAN BLVD,APOPKA,FL,32703,"3355 E SEMORAN BLVD,APOPKA,FL,32703",2026-04-01,fladmin@solariscares.org
105354,VIVO HEALTHCARE LAKELAND,1919 LAKELAND HILLS BLVD,LAKELAND,FL,33805,"1919 LAKELAND HILLS BLVD,LAKELAND,FL,33805",2026-04-01,"info@vivohclakeland.com,dev@marketingseal.com"
105358,RIVERSIDE POST ACUTE,1750 STOCKTON ST,JACKSONVILLE,FL,32204,"1750 STOCKTON ST,JACKSONVILLE,FL,32204",2026-04-01,admissions@riversiderehabhc.com
105366,VIVO HEALTHCARE UNIVERSITY,3648 UNIVERSITY BLVD S,JACKSONVILLE,FL,32216,"3648 UNIVERSITY BLVD S,JACKSONVILLE,FL,32216",2026-04-01,"info@vivohcuniversity.com,dev@marketingseal.com"
105373,Aviata at Sand Key,1980 SUNSET POINT RD,CLEARWATER,FL,33765,"1980 SUNSET POINT RD,CLEARWATER,FL,33765",2026-04-01,social@aviatahg.com
105377,LONGWOOD HEALTH AND REHABILITATION CENTER,1520 S GRANT ST,LONGWOOD,FL,32750,"1520 S GRANT ST,LONGWOOD,FL,32750",2026-04-01,"dcanidate@longwoodhrc.com,mbarnett@longwoodhrc.com"
105379,KISSIMMEE HEALTH AND REHABILITATION CENTER,320 N MITCHELL ST,KISSIMMEE,FL,34741,"320 N MITCHELL ST,KISSIMMEE,FL,34741",2026-04-01,"jalicea@kissimmeehrc.com,cmelendez@kissimmeehrc.com"
105381,ORANGE PARK REHABILITATION AND NURSING CENTER,2029 PROFESSIONAL CENTER DR,ORANGE PARK,FL,32073,"2029 PROFESSIONAL CENTER DR,ORANGE PARK,FL,32073",2026-04-01,phpprcontactus@providence.org
105385,ROYAL OAK NURSING CENTER,37300 ROYAL OAK LANE,DADE CITY,FL,33525,"37300 ROYAL OAK LANE,DADE CITY,FL,33525",2026-04-01,"agant@royaloaknursingcenter.com,consumerfeedback@aplaceformom.com"
105387,AMBASSADOR HEALTHCARE AT COLLEGE PARK,13755 GOLF CLUB PKWY,FORT MYERS,FL,33919,"13755 GOLF CLUB PKWY,FORT MYERS,FL,33919",2026-04-01,asadmin@ambassadorhccollegepark.com
105393,BEAR CREEK NURSING CENTER,8041 STATE RD 52,HUDSON,FL,34667,"8041 STATE RD 52,HUDSON,FL,34667",2026-04-01,info@bearcreeknursingcenter.com
105398,Tierra Pines Center,7380 ULMERTON RD,LARGO,FL,33771,"7380 ULMERTON RD,LARGO,FL,33771",2026-04-01,tierrainfo@opismr.com
105402,BRIDGEVIEW CENTER,350 S RIDGEWOOD AVENUE,ORMOND BEACH,FL,32174,"350 S RIDGEWOOD AVENUE,ORMOND BEACH,FL,32174",2026-04-01,bridgeviewinfo@opismr.com
105413,AVIATA AT BROOKSVILLE,1445 HOWELL AVE,BROOKSVILLE,FL,34601,"1445 HOWELL AVE,BROOKSVILLE,FL,34601",2026-04-01,"social@aviatahg.com,phpprcontactus@providence.org"
105419,AVIATA AT OLDSMAR,3865 TAMPA RD,OLDSMAR,FL,34677,"3865 TAMPA RD,OLDSMAR,FL,34677",2026-04-01,social@synergyhcs.com
105427,FORT MYERS REHABILITATION AND NURSING CENTER,7173 CYPRESS DRIVE SW,FORT MYERS,FL,33907,"7173 CYPRESS DRIVE SW,FORT MYERS,FL,33907",2026-04-01,info@fortmyersrehab.com
105428,LAKE MARIAM HEALTH AND REHABILITATION CENTER,1801 N LAKE MARIAM DR,WINTER HAVEN,FL,33884,"1801 N LAKE MARIAM DR,WINTER HAVEN,FL,33884",2026-04-01,"ctaplin@lakemariamhrc.com,bguerrier@lakemariamhrc.com"
105441,SUNRISE HEALTH & REHABILITATION CENTER,4800 N NOB HILL RD,SUNRISE,FL,33351,"4800 N NOB HILL RD,SUNRISE,FL,33351",2026-04-01,contact@sunrisehc.com
105445,AVIATA AT UNIVERSITY HILLS,10040 HILLVIEW ROAD,PENSACOLA,FL,32514,"10040 HILLVIEW ROAD,PENSACOLA,FL,32514",2026-04-01,social@aviatahg.com
105447,WEST VOLUSIA HEALTHCARE AND REHABILITATION CENTER,1851 ELKCAM BLVD,DELTONA,FL,32725,"1851 ELKCAM BLVD,DELTONA,FL,32725",2026-04-01,infi@westvolusiahc.com
105452,AVIATA AT ENGLEWOOD,1111 DRURY LN,ENGLEWOOD,FL,34224,"1111 DRURY LN,ENGLEWOOD,FL,34224",2026-04-01,social@aviatahg.com
105458,ORMOND REHABILITATION AND NURSING CENTER,103 CLYDE MORRIS BLVD,ORMOND BEACH,FL,32174,"103 CLYDE MORRIS BLVD,ORMOND BEACH,FL,32174",2026-04-01,info@ormondflrehab.com
105462,VIVO HEALTHCARE CLEWISTON,301 SOUTH GLORIA ST,CLEWISTON,FL,33440,"301 SOUTH GLORIA ST,CLEWISTON,FL,33440",2026-04-01,"info@vivohcclewiston.com,dev@marketingseal.com"
105465,AVIATA AT ARBOR SPRINGS,1501 SE 24TH RD,OCALA,FL,34471,"1501 SE 24TH RD,OCALA,FL,34471",2026-04-01,social@aviatahg.com
105466,PALM BEACH NURSING CENTER,4405 LAKEWOOD ROAD,LAKE WORTH,FL,33461,"4405 LAKEWOOD ROAD,LAKE WORTH,FL,33461",2026-04-01,info@exchc.com
105472,VILLAGE ON THE ISLE,910 TAMIAMI TRAIL SOUTH,VENICE,FL,34285,"910 TAMIAMI TRAIL SOUTH,VENICE,FL,34285",2026-04-01,reviews@seniorhomes.com
105482,BREEZY HILLS REHAB AND CARE CENTER,5245 N SOCRUM LOOP RD,LAKELAND,FL,33809,"5245 N SOCRUM LOOP RD,LAKELAND,FL,33809",2026-04-01,bhadmin@breezyhillsrehab.com
105485,HAMLIN PLACE OF BOYNTON BEACH,2180 HYPOLUXO ROAD,LANTANA,FL,33462,"2180 HYPOLUXO ROAD,LANTANA,FL,33462",2026-04-01,j.doe@hamlinplace.com
105491,Vivo Healthcare Gandy,4610 S MANHATTAN AVE,TAMPA,FL,33611,"4610 S MANHATTAN AVE,TAMPA,FL,33611",2026-04-01,dev@marketingseal.com
105505,MARGATE HEALTH AND REHABILITATION CENTER,5951 COLONIAL DRIVE,MARGATE,FL,33063,"5951 COLONIAL DRIVE,MARGATE,FL,33063",2026-04-01,reviews@seniorhomes.com
105509,SEABRANCH HEALTH AND REHABILITATION CENTER,4801 SE COVE RD,STUART,FL,34997,"4801 SE COVE RD,STUART,FL,34997",2026-04-01,"gchristopher@stuarthrc.com,mravanales@stuarthrc.om"
105512,CLERMONT HEALTH AND REHABILITATION CENTER,151 E MINNEHAHA AVE,CLERMONT,FL,34711,"151 E MINNEHAHA AVE,CLERMONT,FL,34711",2026-04-01,"adrienne.brown@greystonehealth.com,loskin@mktgsols.com,parkrunclermontwaterfront@parkrun.com"
105516,DARCY HALL OF LIFE CARE,2170 PALM BEACH LAKES BLVD,WEST PALM BEACH,FL,33409,"2170 PALM BEACH LAKES BLVD,WEST PALM BEACH,FL,33409",2026-04-01,consumerfeedback@aplaceformom.com
105519,NSPIRE HEALTHCARE PLANTATION,6931 W SUNRISE BLVD,PLANTATION,FL,33313,"6931 W SUNRISE BLVD,PLANTATION,FL,33313",2026-04-01,social@synergyhcs.com
105524,PORT CHARLOTTE REHABILITATION CENTER,25325 RAMPART BLVD,PORT CHARLOTTE,FL,33948,"25325 RAMPART BLVD,PORT CHARLOTTE,FL,33948",2026-04-01,administrator@portcharlotterehab.com
105525,MANATEE SPRINGS REHABILITATION AND NURSING CENTER,5627 9TH ST E,BRADENTON,FL,34203,"5627 9TH ST E,BRADENTON,FL,34203",2026-04-01,info@premiermanatee.com
105531,AVIATA AT SAN JOSE,9355 SAN JOSE BLVD,JACKSONVILLE,FL,32257,"9355 SAN JOSE BLVD,JACKSONVILLE,FL,32257",2026-04-01,social@aviatahg.com
105533,REGENTS PARK OF JACKSONVILLE,8700 A C SKINNER PARKWAY,JACKSONVILLE,FL,32256,"8700 A C SKINNER PARKWAY,JACKSONVILLE,FL,32256",2026-04-01,"amalys@regentsparkjacksonville.com,jmonlyn@regentsparkjacksonville.com,jjackson@regentsparkjacksonville.com,consumerfeedback@aplaceformom.com"
105544,Solaris Healthcare Bayonet Point,7210 BEACON WOODS DR,HUDSON,FL,34667,"7210 BEACON WOODS DR,HUDSON,FL,34667",2026-04-01,bphract@flhp.us
105549,AVIATA AT THE HARBOR,1410 DR MARTIN LUTHER KING JR ST N,SAFETY HARBOR,FL,34695,"1410 DR MARTIN LUTHER KING JR ST N,SAFETY HARBOR,FL,34695",2026-04-01,social@aviatahg.com
105555,JUPITER REHABILITATION AND HEALTHCARE CENTER,17781 THELMA AVE,JUPITER,FL,33458,"17781 THELMA AVE,JUPITER,FL,33458",2026-04-01,info@jupiterrehab.com
105556,VILLAGE ON THE GREEN,500 VILLAGE PLACE,LONGWOOD,FL,32779,"500 VILLAGE PLACE,LONGWOOD,FL,32779",2026-04-01,wecare@lifespacecommunities.com
105558,AVIATA AT WEST PALM BEACH,5065 WALLIS ROAD,WEST PALM BEACH,FL,33415,"5065 WALLIS ROAD,WEST PALM BEACH,FL,33415",2026-04-01,social@aviatahg.com
105567,SPRINGS AT LAKE POINTE WOODS,3280 LAKE POINTE BLVD,SARASOTA,FL,34231,"3280 LAKE POINTE BLVD,SARASOTA,FL,34231",2026-04-01,jsmith@thesprings.biz
105577,PALM GARDEN OF ORLANDO,654 N ECONLOCKHATCHEE TRAIL,ORLANDO,FL,32825,"654 N ECONLOCKHATCHEE TRAIL,ORLANDO,FL,32825",2026-04-01,reviews@seniorhomes.com
105586,OAK VIEW HEALTH AND REHABILITATION CENTER,833 KINGSLEY AVE,ORANGE PARK,FL,32073,"833 KINGSLEY AVE,ORANGE PARK,FL,32073",2026-04-01,"dprater@oakviewhrc.com,jterlecky@oakviewhrc.com,chall@oakviewhrc.com"
105588,AVIATA AT SANTA BARBARA,216 SANTA BARBARA BLVD,CAPE CORAL,FL,33991,"216 SANTA BARBARA BLVD,CAPE CORAL,FL,33991",2026-04-01,social@aviatahg.com
105596,REGENTS PARK AT AVENTURA,18905 NE 25TH AVE,AVENTURA,FL,33180,"18905 NE 25TH AVE,AVENTURA,FL,33180",2026-04-01,flast@regentsparkaventura.com
105602,HAWTHORNE CENTER FOR REHABILITATION AND HEALING OF,4100 SW 33RD AVE,OCALA,FL,34474,"4100 SW 33RD AVE,OCALA,FL,34474",2026-04-01,hoadmissions@hawthornerehab.com
105606,NORTHBROOK CENTER FOR REHABILITATION AND HEALING,575 LAMAR AVE,BROOKSVILLE,FL,34601,"575 LAMAR AVE,BROOKSVILLE,FL,34601",2026-04-01,jsmith@northbrookcr.com
105607,PALM GARDEN OF WEST PALM BEACH,300 EXECUTIVE CENTER DRIVE,WEST PALM BEACH,FL,33401,"300 EXECUTIVE CENTER DRIVE,WEST PALM BEACH,FL,33401",2026-04-01,stacey.lopriore@palmgarden.com
105613,LIVE OAK HEALTHCARE AND REHABILITATION CENTER,1620 HELVENSTON ST SE,LIVE OAK,FL,32064,"1620 HELVENSTON ST SE,LIVE OAK,FL,32064",2026-04-01,info@liveoakshc.com
105618,REGENTS PARK OF WINTER PARK,558 N SEMORAN BLVD,WINTER PARK,FL,32792,"558 N SEMORAN BLVD,WINTER PARK,FL,32792",2026-04-01,"cdesmond@regentsparkwinterpark.com,pagutierrez@regentsparkwinterpark.com,mcruz-laboy@regentsparkwinterpark.com"
105621,NORTH CAMPUS REHABILITATION AND NURSING CENTER,700 N PALMETTO ST,LEESBURG,FL,34748,"700 N PALMETTO ST,LEESBURG,FL,34748",2026-04-01,consumerfeedback@aplaceformom.com
105628,ARABELLA HEALTH & WELLNESS OF PENSACOLA,1717 W AVERY ST,PENSACOLA,FL,32501,"1717 W AVERY ST,PENSACOLA,FL,32501",2026-04-01,info@arabellahcm.com
105634,GULFSIDE HEALTH AND REHABILITATION CENTER,1100 N PINE ST,CLEARWATER,FL,33756,"1100 N PINE ST,CLEARWATER,FL,33756",2026-04-01,nstephens@gulfsidehrc.com
105637,MARIANNA HEALTH AND REHABILITATION,4295 5TH AVENUE,MARIANNA,FL,32446,"4295 5TH AVENUE,MARIANNA,FL,32446",2026-04-01,mnadmin@southernltc.com
105641,NSPIRE HEALTHCARE KENDALL,9400 SW 137TH AVENUE,KENDALL,FL,33186,"9400 SW 137TH AVENUE,KENDALL,FL,33186",2026-04-01,info@guidingpatients.com
105643,ISLAND LAKE CENTER,155 LANDOVER PLACE,LONGWOOD,FL,32750,"155 LANDOVER PLACE,LONGWOOD,FL,32750",2026-04-01,reviews@seniorhomes.com
105644,AVIATA AT FLETCHER,518 W FLETCHER AVE,TAMPA,FL,33612,"518 W FLETCHER AVE,TAMPA,FL,33612",2026-04-01,social@aviatahg.com
105649,CYPRESS CARE CENTER,490 S OLD WIRE RD,WILDWOOD,FL,34785,"490 S OLD WIRE RD,WILDWOOD,FL,34785",2026-04-01,cypresscarecenter2020@gmail.com
105652,PALATKA CENTER FOR REHABILITATION AND HEALING,110 KAY LARKIN DR,PALATKA,FL,32177,"110 KAY LARKIN DR,PALATKA,FL,32177",2026-04-01,prinfo@palatkarehab.com
105659,LAKE WORTH REHABILITATION CENTER,1201 12TH AVENUE SOUTH,LAKE WORTH,FL,33460,"1201 12TH AVENUE SOUTH,LAKE WORTH,FL,33460",2026-04-01,lwleaders@southernltc.com
105666,LANIER REHABILITATION CENTER,12740 LANIER ROAD,JACKSONVILLE,FL,32226,"12740 LANIER ROAD,JACKSONVILLE,FL,32226",2026-04-01,lnleaders@southernltc.com
105679,REGENTS PARK OF SUNRISE,9711 W OAKLAND PARK BLVD,SUNRISE,FL,33351,"9711 W OAKLAND PARK BLVD,SUNRISE,FL,33351",2026-04-01,"rsandhu@regentsparksunrise.com,mwynruit@regentsparksunrise.com,administrator@regentsparkofsunrise.com,jane.doe@regentsparkofsunrise.com,jane@regentsparkofsunrise.com,janedoe@regentsparkofsunrise.com"
105682,PALM GARDEN OF JACKSONVILLE,5725 SPRING PARK ROAD,JACKSONVILLE,FL,32216,"5725 SPRING PARK ROAD,JACKSONVILLE,FL,32216",2026-04-01,reviews@seniorhomes.com
105683,LABELLE HEALTH AND REHABILITATION CENTER,250 BROWARD AVE,LABELLE,FL,33935,"250 BROWARD AVE,LABELLE,FL,33935",2026-04-01,"abaldwin@labellehrc.com,kwhidden@labellehrc.com"
105684,VIVO HEALTHCARE NORMANDY,8495 NORMANDY BLVD,JACKSONVILLE,FL,32221,"8495 NORMANDY BLVD,JACKSONVILLE,FL,32221",2026-04-01,"info@vivohcnormandy.com,dev@marketingseal.com"
105685,MENORAH HOUSE,9945 CENTRAL PARK BLVD N,BOCA RATON,FL,33428,"9945 CENTRAL PARK BLVD N,BOCA RATON,FL,33428",2026-04-01,admin@menorahousenursing.com
105692,VIVO HEALTHCARE ORANGE PARK,570 WELLS RD,ORANGE PARK,FL,32073,"570 WELLS RD,ORANGE PARK,FL,32073",2026-04-01,"info@vivohcorangepark.com,dev@marketingseal.com,vivo.taylor@300x-8.png"
105693,CHARMING LAKES REHAB,2020 W LAKE PARKER DR,LAKELAND,FL,33805,"2020 W LAKE PARKER DR,LAKELAND,FL,33805",2026-04-01,cladmin@charminglakes.com
105696,WINDSOR HEALTH AND REHABILITATION CENTER,602 E LAURA ST,STARKE,FL,32091,"602 E LAURA ST,STARKE,FL,32091",2026-04-01,"icribb@windsorhrc.com,info.ocws@windsorhrc.com"
105701,SOLARIS HEALTHCARE MERRITT ISLAND,500 CROCKETT BLVD,MERRITT ISLAND,FL,32954,"500 CROCKETT BLVD,MERRITT ISLAND,FL,32954",2026-04-01,john.doe@solarisfoundation.org
105702,Vivo Healthcare Meadows,5157 PARK CLUB DRIVE,SARASOTA,FL,34235,"5157 PARK CLUB DRIVE,SARASOTA,FL,34235",2026-04-01,"info@vivohcmeadows.com,dev@marketingseal.com"
105703,ARBOR TRAIL REHAB AND SKILLED NURSING CENTER,611 TURNER CAMP RD,INVERNESS,FL,34453,"611 TURNER CAMP RD,INVERNESS,FL,34453",2026-04-01,atleaders@southernltc.com
105706,VIVO HEALTHCARE WEST ORANGE,1556 MAGUIRE RD,OCOEE,FL,34761,"1556 MAGUIRE RD,OCOEE,FL,34761",2026-04-01,dev@marketingseal.com
105743,FLEET LANDING,ONE FLEET LANDING BLVD,ATLANTIC BEACH,FL,32233,"ONE FLEET LANDING BLVD,ATLANTIC BEACH,FL,32233",2026-04-01,mrambo@fleetlanding.com
105745,CYPRESS VILLAGE,4600 MIDDLETON PARK CIR E,JACKSONVILLE,FL,32224,"4600 MIDDLETON PARK CIR E,JACKSONVILLE,FL,32224",2026-04-01,"customer@watsonrealtycorp.com,life@cypressvillageretirement.com"
105747,ROSEWOOD HEALTHCARE AND REHABILITATION CENTER,3107 NORTH H STREET,PENSACOLA,FL,32501,"3107 NORTH H STREET,PENSACOLA,FL,32501",2026-04-01,rosewood@gchc.com
105751,SPECIALTY HEALTH AND REHABILITATION CENTER,6984 PINE FOREST ROAD,PENSACOLA,FL,32526,"6984 PINE FOREST ROAD,PENSACOLA,FL,32526",2026-04-01,contactted@haivanti.com
105754,CONWAY LAKES HEALTH & REHABILITATION CENTER,5201 CURRY FORD ROAD,ORLANDO,FL,32812,"5201 CURRY FORD ROAD,ORLANDO,FL,32812",2026-04-01,transitionalcare@conwaylakesrehab.com
105756,LIFE CARE CENTER OF HILLIARD,3756 W THIRD ST,HILLIARD,FL,32046,"3756 W THIRD ST,HILLIARD,FL,32046",2026-04-01,contact_hilliard@lcca.com
105757,WESTMINSTER TOWERS,70 WEST LUCERNE CIRCLE,ORLANDO,FL,32801,"70 WEST LUCERNE CIRCLE,ORLANDO,FL,32801",2026-04-01,consumer.services@myfloridacfo.com
105765,GARDENS NURSING AND REHAB CENTER,190 NE 191ST STREET,MIAMI,FL,33161,"190 NE 191ST STREET,MIAMI,FL,33161",2026-04-01,felicia.legier@gardens-center.com
105770,TRI-COUNTY NURSING HOME,7280 SW STATE RD 26,TRENTON,FL,32693,"7280 SW STATE RD 26,TRENTON,FL,32693",2026-04-01,tricountynha@gmail.com
105776,PORT ORANGE NURSING AND REHAB CENTER,5600 VICTORIA GARDENS BLVD,PORT ORANGE,FL,32127,"5600 VICTORIA GARDENS BLVD,PORT ORANGE,FL,32127",2026-04-01,poleaders@southernltc.com
105792,LIFE CARE CENTER OF WINTER HAVEN,1510 CYPRESS GARDENS BLVD,WINTER HAVEN,FL,33884,"1510 CYPRESS GARDENS BLVD,WINTER HAVEN,FL,33884",2026-04-01,ralph_jacobs@lcca.com
105796,EDGEWATER AT WATERMAN VILLAGE,300 BROOKFIELD AVE,MOUNT DORA,FL,32757,"300 BROOKFIELD AVE,MOUNT DORA,FL,32757",2026-04-01,consumerfeedback@aplaceformom.com
105808,THE PAVILION AT CRESCENT LAKE,100 N LAKE ST,CRESCENT CITY,FL,32112,"100 N LAKE ST,CRESCENT CITY,FL,32112",2026-04-01,rescentlake@pavilionfl.com
105813,PARK RIDGE NURSING CENTER,730 COLLEGE STREET,JACKSONVILLE,FL,32204,"730 COLLEGE STREET,JACKSONVILLE,FL,32204",2026-04-01,consumerfeedback@aplaceformom.com
